Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2007021621148,2007-02-14 00:00:00,2007-01-20 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),230.0,Denied,0.0,Deny,25.0,230.0
2004122871382,2004-11-23 00:00:00,2004-10-05 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),250.0,Denied,0.0,Deny,49.0,250.0
2008040942178,2008-03-31 00:00:00,2008-03-19 00:00:00,TYS,Mcghee Tyson ;Knoxville,Delta Air Lines,Passenger Property Loss,Checkpoint,Computer - Laptop,1008.6,Approved,1008.6,Approve in Full,12.0,0.0
2005032980258,2005-03-16 00:00:00,2005-01-31 00:00:00,STL,Lambert St. Louis International,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),300.0,Denied,0.0,Deny,44.0,300.0
2005090992314,2005-08-31 00:00:00,2005-08-03 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,549.0,Denied,0.0,Deny,28.0,549.0
2007062927605,2007-06-25 00:00:00,2007-06-19 00:00:00,SEA,Seattle-Tacoma International,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),122.99,Denied,0.0,Deny,6.0,122.99
2008081148337,2008-08-11 00:00:00,2008-07-31 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,29.99,Settled,15.0,Settle,11.0,14.989999999999998
2004062156569,2004-05-27 00:00:00,2004-04-11 00:00:00,FNT,Bishop International; Flint,AirTran Airlines,Property Damage,Checked Baggage,Cameras - Digital,395.99,Settled,197.99,Settle,46.0,198.0
2004062357060,2004-05-28 00:00:00,2004-01-05 00:00:00,SJU,Luis Munoz Marin International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,217.43,Settled,89.97,Settle,144.0,127.46000000000001
2006022302070,2006-02-17 00:00:00,2006-01-01 00:00:00,SAV,Savannah International,Northwest Airlines,Property Damage,Checked Baggage,Other,55.0,Denied,0.0,Deny,47.0,55.0
2007051525398,2007-05-09 00:00:00,2007-04-19 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Stereo Items & Accessories,325.31,Denied,0.0,Deny,20.0,325.31
2005033080433,2005-03-16 00:00:00,2005-02-17 00:00:00,BDL,Bradley International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,7.85,Approved,7.85,Approve in Full,27.0,0.0
2005103195455,2005-10-24 00:00:00,2005-10-15 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,PDA - Personal Data Assistants,390.0,Settled,334.75,Settle,9.0,55.25
0105523M,2004-01-05 00:00:00,2003-12-14 00:00:00,SAN,San Diego International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Denied,0.0,Deny,22.0,200.0
2006061608111,2006-06-15 00:00:00,2006-06-04 00:00:00,DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Watches - Inexpensive $100 or less,50.0,Approved,50.0,Approve in Full,11.0,0.0
0721198M,2003-07-21 00:00:00,2003-07-02 00:00:00,EWR,Newark International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),135.0,Settled,67.5,Settle,19.0,67.5
0805063M,2003-08-05 00:00:00,2003-07-07 00:00:00,BNA,Nashville International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),201.39,Settled,50.0,Settle,29.0,151.39
2009070860929,2009-06-29 00:00:00,2009-06-25 00:00:00,SAV,Savannah International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Game Equipment (poker chips; checker sets; chess etc.),400.0,Denied,0.0,Deny,4.0,400.0
2005100493948,2005-09-27 00:00:00,2005-09-17 00:00:00,HNL,Honolulu International Airport,Hawaiian Airlines,Property Damage,Checked Baggage,Other,20.0,Denied,0.0,Deny,10.0,20.0
0105180M,2004-01-05 00:00:00,2003-10-31 00:00:00,PHL,Philadelphia International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,350.0,Settled,175.0,Settle,66.0,175.0
2004051852726,2004-05-03 00:00:00,2004-04-16 00:00:00,SEA,Seattle-Tacoma International,UAL,Property Damage,Checked Baggage,Other,269.95,Settled,135.0,Settle,17.0,134.95
2007032723045,2007-03-23 00:00:00,2006-08-26 00:00:00,BOS,Boston (Logan) International Airport,American Airlines,Property Damage,Checked Baggage,Bedding - Other pillows; Clothing - Shoes; belts; accessories; etc.; Other,400.0,Denied,0.0,Deny,209.0,400.0
2007071628425,2007-07-11 00:00:00,2007-07-10 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Alcoholic beverages,52.0,Denied,0.0,Deny,1.0,52.0
2007042724642,2007-04-26 00:00:00,2007-04-19 00:00:00,IND,Indianapolis International,American Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,50.0,Approved,50.0,Approve in Full,7.0,0.0
2004071459317,2004-06-29 00:00:00,2004-06-20 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),298.43,Denied,0.0,Deny,9.0,298.43
2008062646184,2008-06-23 00:00:00,2008-06-04 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,230.0,Settled,115.0,Settle,19.0,115.0
1002079M,2003-10-02 00:00:00,2003-09-15 00:00:00,PSC,Tri-Cities,Alaska Airlines,Property Damage,Checked Baggage,Other,80.0,Settled,25.0,Settle,17.0,55.0
2006092713320,2006-09-25 00:00:00,2005-07-27 00:00:00,PHX,Phoenix Sky Harbor International,UAL,Property Damage,Checked Baggage,Dishes; Pottery; Glassware; Plasticware,70.0,Approved,70.0,Approve in Full,425.0,0.0
2004122370677,2004-12-07 00:00:00,2004-10-04 00:00:00,ACY,Atlantic City International,Spirit Airlines,Passenger Theft,Checked Baggage,Cameras - Digital,405.0,Settled,361.79,Settle,64.0,43.20999999999998
2005121297547,2005-12-02 00:00:00,2005-11-19 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checked Baggage,Other,45.88,Settled,40.88,Settle,13.0,5.0
2006081811277,2006-08-17 00:00:00,2006-08-03 00:00:00,LAX,Los Angeles International Airport,Mexicana,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),400.0,Denied,0.0,Deny,14.0,400.0
2008120953228,2008-11-28 00:00:00,2008-11-16 00:00:00,LBB,Lubbock International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,15.03,Approved,15.03,Approve in Full,12.0,0.0
2004101965131,2004-09-20 00:00:00,2004-07-07 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,Other,129.98,Approved,129.98,Approve in Full,75.0,0.0
2005082591514,2005-08-18 00:00:00,2005-07-10 00:00:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,276.82,Settled,138.41,Settle,39.0,138.41
2004091562863,2004-08-03 00:00:00,2004-07-28 00:00:00,STL,Lambert St. Louis International,USAir,Passenger Property Loss,Checked Baggage,Locks,21.2,Approved,21.2,Approve in Full,6.0,0.0
2008052244681,2008-05-13 00:00:00,2008-03-28 00:00:00,OAK,Metropolitan Oakland International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Locks,5.0,Denied,0.0,Deny,46.0,5.0
2005050584110,2005-05-03 00:00:00,2005-03-21 00:00:00,SEA,Seattle-Tacoma International,Horizon Air,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,12.5,Approved,12.5,Approve in Full,43.0,0.0
2008091549916,2008-09-10 00:00:00,2008-08-28 00:00:00,ADQ,Kodiak State Airport,Alaska Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),250.0,Settled,50.0,Settle,13.0,200.0
2007071828604,2007-07-13 00:00:00,2007-06-09 00:00:00,HNL,Honolulu International Airport,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,199.0,Denied,0.0,Deny,34.0,199.0
2004122770978,2004-11-29 00:00:00,2004-09-05 00:00:00,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,110.4,Approved,110.4,Approve in Full,85.0,0.0
2007112735544,2007-11-26 00:00:00,2007-11-23 00:00:00,MOB,Mobile Regional,Northwest Airlines,Passenger Property Loss,Checked Baggage,DVD/CD Players; Other,93.54,Settled,46.77,Settle,3.0,46.77
2004062256867,2004-05-28 00:00:00,2004-05-09 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Stereo Items & Accessories,320.0,Settled,160.0,Settle,19.0,160.0
2009052159340,2009-05-08 00:00:00,2009-04-27 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),75.0,Denied,0.0,Deny,11.0,75.0
2009010754170,2008-12-29 00:00:00,2008-11-27 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Property Damage,Checkpoint,Cell Phones,292.26,Approved,292.26,Approve in Full,32.0,0.0
2004121368993,2004-10-26 00:00:00,2004-10-09 00:00:00,PHL,Philadelphia International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,50.0,Approved,50.0,Approve in Full,17.0,0.0
2007091832181,2007-09-17 00:00:00,2007-09-12 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers),195.0,Denied,0.0,Deny,5.0,195.0
2006091312495,2006-09-07 00:00:00,2005-10-24 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks; Other,15.9,Settled,11.61,Settle,318.0,4.290000000000001
2006092213158,2006-09-15 00:00:00,2006-09-09 00:00:00,DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Alcoholic beverages,29.0,Approved,29.0,Approve in Full,6.0,0.0
2008031240893,2008-03-03 00:00:00,2008-02-19 00:00:00,GUM,Guam,Korean Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),600.0,Denied,0.0,Deny,13.0,600.0
2006101714098,2006-10-02 00:00:00,2006-06-06 00:00:00,PDX,Portland International,UAL,Passenger Property Loss,Checked Baggage,Alcoholic beverages,118.0,Denied,0.0,Deny,118.0,118.0
2007102634025,2007-10-24 00:00:00,2007-10-16 00:00:00,COS,Colorado Springs Municipal,Northwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,107.35,Approved,107.35,Approve in Full,8.0,0.0
2004070658579,2004-06-16 00:00:00,2004-04-28 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checkpoint,Cell Phones,17.94,Approved,17.94,Approve in Full,49.0,0.0
2008032041309,2008-03-10 00:00:00,2008-02-23 00:00:00,MDW,Midway International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Costume,3816.0,Approved,3816.0,Approve in Full,16.0,0.0
2004051151098,2004-05-04 00:00:00,2004-04-18 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,575.0,Settled,287.5,Settle,16.0,287.5
2007020820480,2007-01-31 00:00:00,2006-12-21 00:00:00,PHX,Phoenix Sky Harbor International,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers),265.0,Denied,0.0,Deny,41.0,265.0
1119183M,2003-11-19 00:00:00,2003-10-15 00:00:00,LGA,LaGuardia,Continental Airlines,Passenger Property Loss,Checked Baggage,Currency,166.0,Settled,83.0,Settle,35.0,83.0
2004070658381,2004-06-16 00:00:00,2004-06-07 00:00:00,LGA,LaGuardia,Spirit Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,350.0,Settled,300.0,Settle,9.0,50.0
2004092964151,2004-09-13 00:00:00,2004-07-17 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Theft,Checked Baggage,Other,200.0,Approved,200.0,Approve in Full,58.0,0.0
2005091992821,2005-09-09 00:00:00,2005-08-16 00:00:00,EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),110.0,Denied,0.0,Deny,24.0,110.0
2005040881996,2005-04-06 00:00:00,2005-02-24 00:00:00,STL,Lambert St. Louis International,Southwest Airlines,Property Damage,Checked Baggage,Other,13.91,Approved,13.91,Approve in Full,41.0,0.0
2007111935142,2007-11-13 00:00:00,2007-07-22 00:00:00,SEA,Seattle-Tacoma International,Air Tran Airlines(do not use),Property Damage,Checkpoint,Watches - Expensive more than $100,429.45,Denied,0.0,Deny,114.0,429.45
2005060285668,2005-05-24 00:00:00,2005-05-19 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,20.0,Approved,20.0,Approve in Full,5.0,0.0
2009091063508,2009-09-09 00:00:00,2009-08-18 00:00:00,SAN,San Diego International,Southwest Airlines,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System,56.0,Denied,0.0,Deny,22.0,56.0
2008122453762,2008-12-17 00:00:00,2008-11-22 00:00:00,DCA,Ronald Reagan Washington National Airport,Spirit Airlines,Property Damage,Checkpoint,Computer - Laptop,797.36,Denied,0.0,Deny,25.0,797.36
2007122036739,2007-12-17 00:00:00,2007-12-01 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),159.0,Denied,0.0,Deny,16.0,159.0
2006012600460,2006-01-18 00:00:00,2005-12-18 00:00:00,MEM,Memphis International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,41.69,Approved,41.69,Approve in Full,31.0,0.0
2004060654811,2004-04-21 00:00:00,2004-04-03 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Stereo Items & Accessories,500.0,Denied,0.0,Deny,18.0,500.0
2008022640143,2008-02-20 00:00:00,2008-02-10 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System,143.95,Denied,0.0,Deny,10.0,143.95
2005102495089,2005-10-19 00:00:00,2005-10-05 00:00:00,BTR,Baton Rouge Metropolitan,Delta Air Lines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),449.95,Approved,449.95,Approve in Full,14.0,0.0
2008042543413,2008-04-25 00:00:00,2008-03-30 00:00:00,IAD,Washington Dulles International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),111.25,Denied,0.0,Deny,26.0,111.25
2004061455540,2004-05-10 00:00:00,2004-04-29 00:00:00,LAX,Los Angeles International Airport,America Trans Air,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,110.0,Denied,0.0,Deny,11.0,110.0
0624155M,2003-06-24 00:00:00,2003-05-12 00:00:00,SRQ,Sarasota Bradenton International,Continental Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,500.0,Approved,500.0,Approve in Full,43.0,0.0
2005110795652,2005-10-27 00:00:00,2005-09-29 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Property Damage,Checked Baggage,Other,150.0,Denied,0.0,Deny,28.0,150.0
2004060354517,2004-04-23 00:00:00,2004-02-26 00:00:00,HNL,Honolulu International Airport,Japan Airlines,Property Damage,Checkpoint,Cameras - Digital,17.8,Approved,17.8,Approve in Full,57.0,0.0
2007013019783,2007-01-24 00:00:00,2006-11-10 00:00:00,SEA,Seattle-Tacoma International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Clothing - Shoes; belts; accessories; etc.,651.47,Denied,0.0,Deny,75.0,651.47
2006051906590,2006-05-17 00:00:00,2006-02-10 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.; Batteries - Dry cell only; Clocks - Inexpensive ($75.00 or less),368.92,Denied,0.0,Deny,96.0,368.92
2004090362069,2004-08-05 00:00:00,2004-07-21 00:00:00,BOS,Boston (Logan) International Airport,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,405.94,Approved,405.94,Approve in Full,15.0,0.0
2008092650556,2008-09-26 00:00:00,2008-08-17 00:00:00,AUS,Austin-Bergstrom International Airport,American Airlines,Property Damage,Checkpoint,Medical Equipment & Insturments,120.0,Approved,120.0,Approve in Full,40.0,0.0
0911062M,2003-09-11 00:00:00,2003-08-15 00:00:00,LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),155.0,Denied,0.0,Deny,27.0,155.0
2006051706483,2006-05-16 00:00:00,2006-04-26 00:00:00,SJC,Norman Y Mineta San Jose International,Delta Air Lines,Property Damage,Checked Baggage,Medicines,300.0,Approved,300.0,Approve in Full,20.0,0.0
2004102065306,2004-09-09 00:00:00,2004-07-31 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),49.95,Approved,49.95,Approve in Full,40.0,0.0
2006103114897,2006-10-23 00:00:00,2006-09-17 00:00:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,495.0,Denied,0.0,Deny,36.0,495.0
0701023M,2003-07-01 00:00:00,2003-05-21 00:00:00,ALB,Albany International,USAir,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,736.0,Denied,0.0,Deny,41.0,736.0
2006111615743,2006-11-13 00:00:00,2006-10-27 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,785.0,Denied,0.0,Deny,17.0,785.0
2007033023287,2007-03-29 00:00:00,2007-03-17 00:00:00,CHS,Charleston International,Delta Air Lines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.); Sporting Equipment & Supplies (footballs; parachutes; etc.),509.0,Denied,0.0,Deny,12.0,509.0
2005042783453,2005-04-26 00:00:00,2005-04-18 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Cameras - Digital,458.99,Settled,229.5,Settle,8.0,229.49
2006041004304,2006-03-30 00:00:00,2006-01-31 00:00:00,LWB,Greenbrier Valley; Lewisburg,American Airlines,Passenger Property Loss,Checked Baggage,Other,221.0,Denied,0.0,Deny,58.0,221.0
2008012938713,2008-01-23 00:00:00,2007-12-27 00:00:00,SEA,Seattle-Tacoma International,American Airlines,Property Damage,Checked Baggage,Other,197.4,Approved,197.4,Approve in Full,27.0,0.0
2004051251452,2004-05-04 00:00:00,2004-03-01 00:00:00,F,Foreign airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,328.69,Approved,328.69,Approve in Full,64.0,0.0
2007051625488,2007-05-14 00:00:00,2007-03-20 00:00:00,MSY,New Orleans International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,230.0,Denied,0.0,Deny,55.0,230.0
2006122217778,2006-12-18 00:00:00,2006-12-09 00:00:00,MCO,Orlando International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,650.0,Denied,0.0,Deny,9.0,650.0
2009072961971,2009-07-28 00:00:00,2009-07-25 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Locks,8.95,Denied,0.0,Deny,3.0,8.95
2006063008783,2006-06-29 00:00:00,2006-06-12 00:00:00,SYR,Syracuse-Hancock International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Toys (game systems; cartridges; radio controlled cars; etc.); Toys - Other (including games; toys; play dolls etc.),379.95,Denied,0.0,Deny,17.0,379.95
2007021621074,2007-02-13 00:00:00,2007-02-05 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras - Digital; Luggage (all types including footlockers),750.0,Settled,411.81,Settle,8.0,338.19
0402036L,2003-04-02 00:00:00,2003-02-25 00:00:00,ORD,Chicago O'Hare International Airport,Air Canada,Passenger Property Loss,Checked Baggage,Locks,7.68,Denied,0.0,Deny,36.0,7.68
2008020539149,2008-01-29 00:00:00,2008-01-20 00:00:00,ORD,Chicago O'Hare International Airport,British Airways,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,420.0,Denied,0.0,Deny,9.0,420.0
2006090712068,2006-08-30 00:00:00,2006-08-19 00:00:00,DEN,Denver International Airport,USAir,Passenger Property Loss,Checked Baggage,Medicines,178.41,Denied,0.0,Deny,11.0,178.41
2008030740618,2008-02-28 00:00:00,2008-02-21 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Alcoholic beverages,50.0,Denied,0.0,Deny,7.0,50.0
2007061126728,2007-06-07 00:00:00,2007-03-31 00:00:00,SJU,Luis Munoz Marin International,Continental Airlines,Property Damage,Checkpoint,Watches - Expensive more than $100,375.0,Approved,375.0,Approve in Full,68.0,0.0
2007120536069,2007-11-30 00:00:00,2007-11-03 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,USA 3000 (U5),Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,65.0,Denied,0.0,Deny,27.0,65.0
2007101533389,2007-10-12 00:00:00,2007-08-30 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Property Loss,Checkpoint,Other,249.99,Denied,0.0,Deny,43.0,249.99
2006062908764,2006-06-28 00:00:00,2006-04-21 00:00:00,MKE,General Mitchell International Airport,Frontier Aviation Inc,Passenger Property Loss,Checked Baggage,Other,35.0,Denied,0.0,Deny,68.0,35.0
2007061126653,2007-06-06 00:00:00,2007-05-23 00:00:00,SJU,Luis Munoz Marin International,UAL,Passenger Property Loss,Checkpoint,Cell Phones; Eyeglasses - (including contact lenses); Watches - Expensive more than $100,293.24,Approved,293.24,Approve in Full,14.0,0.0
2005072989916,2005-07-26 00:00:00,2005-07-08 00:00:00,FLL,Ft. Lauderdale-Hollywood International,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),132.49,Settled,50.0,Settle,18.0,82.49000000000001
2008050243718,2008-04-29 00:00:00,2008-03-30 00:00:00,SAN,San Diego International,UAL,Passenger Property Loss,Checkpoint,Medical Equipment & Insturments,80.04,Approved,80.04,Approve in Full,30.0,0.0
0107234M,2004-01-07 00:00:00,2003-12-28 00:00:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Other,46.99,Settled,23.5,Settle,10.0,23.490000000000002
2008101451070,2008-10-08 00:00:00,2008-07-17 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Tools - Power (including air tools; not in a vehicle),712.0,Denied,0.0,Deny,83.0,712.0
2008090449485,2008-09-03 00:00:00,2008-06-16 00:00:00,PVD,TF Green Airport; Providence,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,57.22,Denied,0.0,Deny,79.0,57.22
2008060545335,2008-06-02 00:00:00,2008-05-28 00:00:00,RAP,Rapid City Regional,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,82.98,Approved,82.98,Approve in Full,5.0,0.0
2007112735459,2007-11-20 00:00:00,2007-11-16 00:00:00,DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,56.99,Denied,0.0,Deny,4.0,56.99
2006051206067,2006-05-09 00:00:00,2006-05-07 00:00:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Handbags & Purses (leather or fabric); Video Recordings - Laser Discs,352.09,Settled,176.05,Settle,2.0,176.03999999999996
2007051125296,2007-05-10 00:00:00,2007-05-07 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,3.0,0.0
2006121517240,2006-12-07 00:00:00,2006-11-02 00:00:00,HNL,Honolulu International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,7.5,Approved,7.5,Approve in Full,35.0,0.0
2009021255457,2009-01-29 00:00:00,2009-11-21 00:00:00,PIT,Pittsburgh International Airport,UAL,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,175.0,Approved,175.0,Approve in Full,-296.0,0.0
2005011073367,2004-12-21 00:00:00,2004-11-08 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checkpoint,Cameras - Digital,545.0,Denied,0.0,Deny,43.0,545.0
2007092532532,2007-09-24 00:00:00,2007-09-15 00:00:00,TPA,Tampa International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Locks; Luggage (all types including footlockers); Other,100.0,Denied,0.0,Deny,9.0,100.0
2009082162815,2009-08-18 00:00:00,2009-08-15 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),90.0,Denied,0.0,Deny,3.0,90.0
2009082562945,2009-08-25 00:00:00,2009-06-29 00:00:00,SEA,Seattle-Tacoma International,Scandinavian Airlines Systems,Passenger Property Loss,Checked Baggage,Cameras - Digital,108.0,Denied,0.0,Deny,57.0,108.0
2008040141629,2008-03-19 00:00:00,2008-01-04 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cell Phones; Other,250.0,Denied,0.0,Deny,75.0,250.0
2006020300942,2006-01-30 00:00:00,2006-01-20 00:00:00,OGG,Kahului-Maui; HI,UAL,Passenger Property Loss,Checked Baggage,Locks,14.98,Approved,14.98,Approve in Full,10.0,0.0
2005081190360,2005-08-02 00:00:00,2005-07-14 00:00:00,CLT,Charlotte/Douglas International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Denied,0.0,Deny,19.0,50.0
2006040504089,2006-03-27 00:00:00,2006-03-08 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,60.0,Settled,30.0,Settle,19.0,30.0
2006090712096,2006-08-30 00:00:00,2006-08-15 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Other,160.03,Approved,160.03,Approve in Full,15.0,0.0
2005100694190,2005-10-03 00:00:00,2005-09-05 00:00:00,PHX,Phoenix Sky Harbor International,American Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),250.0,Settled,108.0,Settle,28.0,142.0
